72.17,66.96,77.38,74.75,44.59,72.17
73.07,67.86,78.27,75.75,46.38,73.07
72.17,69.64,74.7,73.35,44.4,68.38
70.54,64.29,76.79,73.47,41.4,70.54
70.39,63.39,77.38,73.7,41.18,70.39
71.67,66.43,76.9,74.2,43.59,70.91
1.16,2.57,1.34,1.03,2.24,1.8
