75.0,68.15,81.85,78.97,50.48,81.28
76.64,73.51,79.76,78.41,53.38,82.35
76.34,72.92,79.76,78.27,52.8,80.94
73.81,69.64,77.98,75.97,47.79,79.58
73.21,71.13,75.3,74.22,46.47,79.99
75.0,71.07,78.93,77.17,50.18,80.83
1.51,2.23,2.45,2.01,3.03,1.09
