93.49,91.94,95.04,94.89,87.03,97.21
93.79,92.0,95.58,95.42,87.64,97.76
93.46,90.57,96.36,96.13,87.07,97.88
93.28,90.69,95.88,95.65,86.68,97.45
94.12,92.35,95.88,95.73,88.29,97.67
93.63,91.51,95.75,95.56,87.34,97.59
0.33,0.82,0.48,0.46,0.63,0.26
