82.14,72.94,91.33,89.38,65.39,85.7
84.14,75.69,92.6,91.09,69.29,86.94
82.88,73.36,92.39,90.6,66.97,85.09
80.13,70.19,90.06,87.6,61.48,83.5
85.07,78.46,91.68,90.42,70.77,88.36
82.87,74.13,91.61,89.82,66.78,85.92
1.9,3.11,1.01,1.39,3.62,1.84
