80.44,76.74,84.14,82.88,61.06,86.57
80.76,78.86,82.66,81.98,61.57,86.29
80.76,77.38,84.14,82.99,61.66,85.17
77.06,75.69,78.44,77.83,54.14,83.32
79.32,78.46,80.17,79.83,58.64,87.22
79.67,77.43,81.91,81.1,59.41,85.72
1.57,1.29,2.53,2.23,3.19,1.53
