77.17,73.57,80.76,79.27,54.47,77.17
74.74,73.57,75.9,75.32,49.48,74.74
78.01,72.3,83.72,81.62,56.39,78.01
75.69,70.61,80.76,78.59,51.64,75.69
79.64,76.97,82.3,81.31,59.36,79.64
77.05,73.4,80.69,79.22,54.27,77.05
1.93,2.33,2.95,2.54,3.88,1.93
