93.01,92.06,93.97,93.85,86.05,97.04
92.63,91.34,93.91,93.75,85.28,97.38
92.87,90.75,94.99,94.76,85.81,97.48
91.61,89.13,94.09,93.78,83.33,97.05
93.34,91.88,94.8,94.65,86.72,97.52
92.69,91.03,94.35,94.16,85.44,97.3
0.66,1.18,0.5,0.5,1.29,0.23
