84.66,83.82,85.49,85.25,69.32,92.39
86.51,88.48,84.54,85.12,73.07,92.89
84.6,82.99,86.21,85.75,69.23,92.19
84.57,83.7,85.43,85.18,69.14,92.11
85.48,83.51,87.46,86.94,71.02,92.2
85.16,84.5,85.83,85.65,70.36,92.36
0.84,2.25,1.09,0.76,1.7,0.32
