93.73,92.18,95.28,95.13,87.5,97.69
93.58,92.84,94.33,94.24,87.17,97.72
93.01,90.51,95.52,95.29,86.14,97.85
93.13,91.52,94.75,94.57,86.31,97.39
92.5,90.02,94.98,94.72,85.11,97.05
93.19,91.41,94.97,94.79,86.45,97.54
0.49,1.16,0.46,0.42,0.94,0.32
